# timestamp tx ty tz qx qy qz qw
1403715274462142976 0.87951 2.140426 0.947015 -0.828404 -0.058848 -0.55374 0.060456
1403715274467143168 0.87953 2.14036 0.947011 -0.828422 -0.058738 -0.55374 0.060324
1403715274472142848 0.879547 2.14031 0.947008 -0.828429 -0.058706 -0.553744 0.060222
1403715274477143040 0.879561 2.14028 0.947012 -0.828411 -0.058736 -0.55377 0.060206
1403715274482142976 0.879574 2.140271 0.947019 -0.828371 -0.058817 -0.553815 0.060261
1403715274487142912 0.879586 2.140275 0.947024 -0.828336 -0.05892 -0.553844 0.060378
1403715274492142848 0.879597 2.140284 0.947025 -0.828314 -0.059032 -0.553851 0.060509
1403715274497143040 0.879607 2.140287 0.947023 -0.828306 -0.059137 -0.553842 0.060595
1403715274502142976 0.879637 2.140248 0.947013 -0.828321 -0.05921 -0.553809 0.060612
1403715274507142912 0.879651 2.140215 0.947009 -0.828339 -0.059239 -0.553788 0.060529
1403715274512142848 0.879664 2.140171 0.947007 -0.828354 -0.0592 -0.553783 0.060407
1403715274517143040 0.879674 2.140127 0.947008 -0.828364 -0.059108 -0.55379 0.060298
1403715274522142976 0.879681 2.140089 0.947008 -0.828367 -0.05899 -0.553806 0.060229
1403715274527142912 0.879687 2.140062 0.947007 -0.82837 -0.05889 -0.553813 0.06022
1403715274532143104 0.879691 2.140052 0.947005 -0.828378 -0.058854 -0.553801 0.06026
1403715274537143040 0.879694 2.140058 0.947003 -0.828389 -0.058886 -0.553773 0.060324
1403715274542143232 0.879695 2.140077 0.947 -0.828398 -0.05896 -0.553743 0.060407
1403715274547142912 0.879694 2.140101 0.946999 -0.828401 -0.059048 -0.55372 0.0605
1403715274552143104 0.879719 2.140079 0.946993 -0.828393 -0.059107 -0.553713 0.060602
1403715274557143040 0.879723 2.140079 0.946997 -0.828384 -0.059126 -0.55372 0.060651
1403715274562142976 0.879727 2.140066 0.946999 -0.828386 -0.059108 -0.553721 0.060634
1403715274567142912 0.879731 2.140048 0.947 -0.828391 -0.05908 -0.553723 0.060565
1403715274572143104 0.879734 2.140028 0.947002 -0.828397 -0.059067 -0.553727 0.060468
1403715274577143040 0.879736 2.140007 0.947006 -0.828404 -0.059054 -0.553729 0.060361
1403715274582142976 0.879737 2.139984 0.947012 -0.828398 -0.059009 -0.553752 0.060274
1403715274587142912 0.879735 2.139962 0.947018 -0.828394 -0.058945 -0.553772 0.060206
1403715274592143104 0.879732 2.139949 0.947022 -0.828389 -0.05889 -0.553789 0.060174
1403715274597143040 0.879728 2.139954 0.947026 -0.828373 -0.058874 -0.553812 0.060208
1403715274602142976 0.879755 2.139922 0.947014 -0.828365 -0.058933 -0.553804 0.060322
1403715274607142912 0.879754 2.13996 0.947013 -0.828351 -0.059064 -0.553793 0.0605
1403715274612143104 0.879752 2.140001 0.947011 -0.828336 -0.059221 -0.553779 0.060672
1403715274617143040 0.879752 2.140027 0.947009 -0.82833 -0.059337 -0.553765 0.06076
1403715274622142976 0.879752 2.140026 0.947009 -0.828325 -0.059356 -0.553774 0.060735
1403715274627142912 0.879753 2.140003 0.947009 -0.828338 -0.059291 -0.553776 0.060603
1403715274632143104 0.879753 2.139971 0.94701 -0.828355 -0.059154 -0.553782 0.060453
1403715274637142784 0.879753 2.139947 0.947008 -0.828368 -0.05902 -0.553791 0.060319
1403715274642142976 0.879752 2.139943 0.947008 -0.828376 -0.058952 -0.553795 0.060238
1403715274647142912 0.879749 2.139962 0.947013 -0.828373 -0.058968 -0.553799 0.060238
1403715274652143104 0.879783 2.139915 0.947004 -0.828359 -0.059052 -0.553803 0.060306
1403715274657143040 0.879783 2.139948 0.947012 -0.828334 -0.05918 -0.553817 0.060391
1403715274662142976 0.879781 2.139985 0.947024 -0.828304 -0.059316 -0.553837 0.060485
1403715274667143168 0.879777 2.140019 0.947036 -0.82827 -0.059411 -0.553867 0.060579
1403715274672143104 0.87977 2.140041 0.947049 -0.828242 -0.059435 -0.5539 0.060635
1403715274677143040 0.879761 2.140044 0.947059 -0.828235 -0.059387 -0.553918 0.060615
1403715274682142976 0.879749 2.140031 0.947068 -0.828242 -0.059273 -0.55393 0.060529
1403715274687143168 0.879736 2.140016 0.947075 -0.828261 -0.05913 -0.55393 0.060413
1403715274692142848 0.879722 2.140013 0.947078 -0.828281 -0.059015 -0.553921 0.060329
1403715274697143040 0.879706 2.140031 0.947083 -0.828287 -0.05897 -0.553918 0.060316
1403715274702142976 0.879734 2.139984 0.94707 -0.828274 -0.058982 -0.553927 0.060409
1403715274707143168 0.879726 2.140025 0.947077 -0.828245 -0.059065 -0.553947 0.060535
1403715274712142848 0.879718 2.140068 0.94709 -0.828202 -0.059161 -0.553988 0.060654
1403715274717143040 0.87971 2.140104 0.947102 -0.828166 -0.059237 -0.554027 0.060716
1403715274722142976 0.879703 2.140127 0.947111 -0.828148 -0.059263 -0.554052 0.060715
1403715274727143168 0.879697 2.140139 0.947118 -0.828142 -0.059237 -0.554069 0.060664
1403715274732142848 0.87969 2.140145 0.947117 -0.828159 -0.059186 -0.554058 0.06058
1403715274737143040 0.879683 2.140152 0.947112 -0.828194 -0.059119 -0.554022 0.060496
1403715274742142976 0.879675 2.140166 0.947107 -0.828226 -0.059075 -0.553986 0.060425
1403715274747142912 0.879665 2.140189 0.947106 -0.82824 -0.05906 -0.553969 0.060404
1403715274752142848 0.879703 2.140123 0.947087 -0.828232 -0.059058 -0.553979 0.060429
1403715274757143040 0.879702 2.140144 0.947085 -0.828225 -0.059086 -0.553982 0.060467
1403715274762142976 0.879703 2.140171 0.947082 -0.828223 -0.059121 -0.553975 0.060529
1403715274767142912 0.879703 2.140203 0.947078 -0.828222 -0.059157 -0.553964 0.0606
1403715274772142848 0.879705 2.140235 0.947074 -0.828233 -0.059185 -0.553939 0.060656
1403715274777143040 0.879705 2.140262 0.947071 -0.828248 -0.0592 -0.553913 0.060673
1403715274782143232 0.879704 2.140282 0.947074 -0.828252 -0.059183 -0.553909 0.060668
1403715274787142912 0.8797 2.140295 0.947085 -0.82824 -0.059147 -0.553934 0.060633
1403715274792143104 0.879693 2.140305 0.947096 -0.828225 -0.059085 -0.55397 0.060578
1403715274797143040 0.879684 2.140318 0.947103 -0.82822 -0.059025 -0.55399 0.060518
1403715274802142976 0.879722 2.140242 0.947083 -0.828218 -0.058963 -0.553999 0.060523
1403715274807142912 0.879719 2.14026 0.947083 -0.828218 -0.058965 -0.553997 0.060544
1403715274812143104 0.879714 2.140288 0.94708 -0.828227 -0.059008 -0.553976 0.060573
1403715274817143040 0.879707 2.14032 0.94708 -0.828231 -0.05906 -0.553959 0.060621
1403715274822142976 0.879698 2.140349 0.947087 -0.828212 -0.059109 -0.553976 0.060676
1403715274827142912 0.879689 2.14037 0.947099 -0.828181 -0.059135 -0.554017 0.060696
1403715274832143104 0.879679 2.140383 0.947109 -0.828159 -0.059132 -0.554055 0.060658
1403715274837143040 0.879667 2.140394 0.947114 -0.828152 -0.059095 -0.554074 0.060616
1403715274842142976 0.879654 2.140411 0.947117 -0.828157 -0.059045 -0.554073 0.060606
1403715274847142912 0.879639 2.140435 0.947117 -0.82818 -0.058997 -0.554044 0.060601
1403715274852143104 0.879673 2.140353 0.94709 -0.828203 -0.05893 -0.554015 0.060613
1403715274857143040 0.879665 2.140362 0.947088 -0.828207 -0.058911 -0.554013 0.060606
1403715274862142976 0.879657 2.14038 0.947092 -0.828195 -0.058929 -0.554026 0.060617
1403715274867142912 0.879648 2.140408 0.947098 -0.828176 -0.058981 -0.554048 0.060631
1403715274872143104 0.87964 2.14044 0.947102 -0.828165 -0.059023 -0.554057 0.060661
1403715274877142784 0.879631 2.140476 0.947102 -0.82816 -0.059038 -0.554057 0.060716
1403715274882142976 0.879621 2.140513 0.9471 -0.828161 -0.059022 -0.55405 0.060784
1403715274887142912 0.879612 2.140548 0.947098 -0.828175 -0.058988 -0.55403 0.060813
1403715274892143104 0.879603 2.140575 0.947096 -0.828189 -0.058946 -0.554017 0.060775
1403715274897142784 0.879594 2.140601 0.947097 -0.828199 -0.058902 -0.554015 0.060701
1403715274902142976 0.879639 2.140527 0.947072 -0.828205 -0.058866 -0.554014 0.06066
1403715274907143168 0.87964 2.140545 0.94707 -0.82821 -0.058874 -0.554008 0.060643
1403715274912143104 0.87964 2.140572 0.947067 -0.828213 -0.058892 -0.554 0.060665
1403715274917143040 0.879638 2.140606 0.947064 -0.828216 -0.058898 -0.553987 0.060731
1403715274922142976 0.879635 2.140644 0.947064 -0.828218 -0.058906 -0.553975 0.060805
1403715274927143168 0.879632 2.140678 0.947066 -0.828218 -0.058918 -0.553968 0.060847
1403715274932142848 0.879629 2.140704 0.947069 -0.828217 -0.058917 -0.553971 0.060837
1403715274937143040 0.879624 2.140725 0.947072 -0.828219 -0.05891 -0.553974 0.060791
1403715274942142976 0.879618 2.140748 0.947074 -0.82823 -0.058905 -0.553962 0.060754
1403715274947143168 0.879609 2.140776 0.947077 -0.828238 -0.058899 -0.553952 0.06074
1403715274952142848 0.879651 2.140701 0.947052 -0.828242 -0.058853 -0.553947 0.060778
1403715274957143040 0.87965 2.140712 0.947049 -0.828246 -0.058823 -0.553942 0.060795
1403715274962142976 0.879646 2.140727 0.947051 -0.828241 -0.058804 -0.55395 0.060818
1403715274967143168 0.879642 2.140747 0.947055 -0.828235 -0.058803 -0.553957 0.060826
1403715274972142848 0.879637 2.14077 0.947058 -0.828241 -0.058814 -0.55395 0.060813
1403715274977143040 0.879631 2.140795 0.947059 -0.828256 -0.058833 -0.553926 0.060803
1403715274982142976 0.879623 2.140826 0.947062 -0.828264 -0.058855 -0.55391 0.060817
1403715274987142912 0.879613 2.140861 0.947069 -0.828261 -0.058868 -0.553909 0.060855
1403715274992142848 0.879601 2.140896 0.947079 -0.828258 -0.058859 -0.553911 0.06089
1403715274997143040 0.879587 2.140926 0.947091 -0.828254 -0.058826 -0.553919 0.060901
1403715275002142976 0.879623 2.140853 0.947079 -0.828235 -0.058765 -0.553952 0.060912
1403715275007142912 0.879617 2.140863 0.947087 -0.828224 -0.058737 -0.553975 0.060884
1403715275012142848 0.879609 2.14088 0.94709 -0.828235 -0.058722 -0.553962 0.060864
1403715275017143040 0.879599 2.140904 0.947089 -0.828253 -0.058717 -0.553935 0.060869
1403715275022142976 0.879587 2.140936 0.94709 -0.828257 -0.058728 -0.553924 0.060905
1403715275027142912 0.879573 2.140974 0.947094 -0.828251 -0.05876 -0.553926 0.060947
1403715275032143104 0.879558 2.141011 0.947103 -0.828233 -0.058795 -0.553944 0.06098
1403715275037143040 0.879543 2.141043 0.947115 -0.82821 -0.058807 -0.553976 0.060988
1403715275042143232 0.879527 2.14107 0.947125 -0.828193 -0.058804 -0.554006 0.060957
1403715275047142912 0.87951 2.141096 0.947133 -0.828187 -0.058781 -0.554022 0.060919
1403715275052143104 0.879545 2.141025 0.947109 -0.828199 -0.058727 -0.554008 0.060924
1403715275057143040 0.879539 2.141037 0.947104 -0.828217 -0.058701 -0.553985 0.060922
1403715275062142976 0.879533 2.141055 0.947101 -0.828227 -0.058699 -0.55397 0.060926
1403715275067142912 0.879527 2.141078 0.947102 -0.828228 -0.058724 -0.553965 0.060934
1403715275072143104 0.87952 2.141104 0.947107 -0.828219 -0.058743 -0.553973 0.060955
1403715275077143040 0.879513 2.141127 0.947115 -0.828205 -0.058748 -0.553992 0.060972
1403715275082142976 0.879505 2.141147 0.947122 -0.828198 -0.058738 -0.554004 0.060969
1403715275087142912 0.879498 2.141168 0.947126 -0.828196 -0.058718 -0.55401 0.060963
1403715275092143104 0.879491 2.141192 0.947128 -0.828201 -0.058688 -0.554004 0.060984
1403715275097143040 0.879484 2.141219 0.947128 -0.828213 -0.058658 -0.553987 0.06101
1403715275102142976 0.879527 2.141151 0.9471 -0.828231 -0.058624 -0.553959 0.061041
1403715275107142912 0.879528 2.141159 0.947096 -0.828245 -0.058624 -0.553939 0.061034
1403715275112143104 0.879527 2.14117 0.947096 -0.828249 -0.058637 -0.553933 0.061022
1403715275117143040 0.879525 2.141181 0.947098 -0.828246 -0.058645 -0.553937 0.061015
1403715275122142976 0.87952 2.141193 0.9471 -0.828245 -0.058653 -0.55394 0.060992
1403715275127142912 0.879515 2.141207 0.947103 -0.828244 -0.058652 -0.553944 0.060976
1403715275132143104 0.879507 2.141227 0.947107 -0.828243 -0.05864 -0.553946 0.060987
1403715275137142784 0.879499 2.141251 0.947111 -0.828248 -0.058631 -0.553935 0.061015
1403715275142142976 0.87949 2.141275 0.947114 -0.828261 -0.058625 -0.553915 0.061037
1403715275147142912 0.879479 2.141298 0.947121 -0.828268 -0.058628 -0.553903 0.061038
1403715275152143104 0.879519 2.141226 0.947102 -0.828272 -0.058623 -0.553897 0.06105
1403715275157143040 0.879515 2.141228 0.947106 -0.82827 -0.05863 -0.5539 0.061035
1403715275162142976 0.87951 2.141231 0.94711 -0.828271 -0.058622 -0.553902 0.061018
1403715275167143168 0.879504 2.141235 0.947115 -0.828272 -0.058601 -0.553903 0.06101
1403715275172143104 0.879495 2.141243 0.947122 -0.828264 -0.058574 -0.553916 0.06103
1403715275177143040 0.879484 2.141258 0.947129 -0.828257 -0.058556 -0.553925 0.061068
1403715275182142976 0.879473 2.141277 0.947136 -0.828253 -0.058557 -0.553927 0.061099
1403715275187143168 0.879462 2.141296 0.947144 -0.828253 -0.05857 -0.553923 0.06112
1403715275192142848 0.87945 2.141315 0.947154 -0.828253 -0.058589 -0.553921 0.06112
1403715275197143040 0.879437 2.141334 0.947163 -0.828254 -0.058608 -0.553919 0.061104
1403715275202142976 0.879477 2.141262 0.947147 -0.828255 -0.058609 -0.553917 0.061104
1403715275207143168 0.879473 2.141262 0.947153 -0.82825 -0.058595 -0.553928 0.061088
1403715275212142848 0.879469 2.141263 0.94716 -0.828241 -0.058566 -0.553945 0.061082
1403715275217143040 0.879465 2.141269 0.947165 -0.828238 -0.058544 -0.553952 0.061081
1403715275222142976 0.879462 2.14128 0.947169 -0.82824 -0.058527 -0.553949 0.061101
1403715275227143168 0.879458 2.141295 0.947171 -0.828246 -0.058529 -0.553938 0.061124
1403715275232142848 0.879453 2.141311 0.947172 -0.828255 -0.058546 -0.553922 0.06113
1403715275237143040 0.879447 2.141329 0.947173 -0.828261 -0.058567 -0.553911 0.061121
1403715275242142976 0.879439 2.141349 0.947175 -0.828265 -0.058582 -0.553904 0.06112
1403715275247142912 0.87943 2.14137 0.94718 -0.828264 -0.058575 -0.553905 0.061134
1403715275252142848 0.879473 2.141302 0.947158 -0.828267 -0.058541 -0.5539 0.061167
1403715275257143040 0.879473 2.141303 0.947157 -0.828269 -0.058509 -0.553901 0.061171
1403715275262142976 0.879472 2.141307 0.947156 -0.828265 -0.05848 -0.553908 0.061179
1403715275267142912 0.87947 2.141314 0.947155 -0.828262 -0.058466 -0.553913 0.061194
1403715275272142848 0.879467 2.141323 0.947153 -0.828268 -0.058467 -0.553903 0.061194
1403715275277143040 0.879462 2.141333 0.94715 -0.828281 -0.058484 -0.553884 0.06118
1403715275282143232 0.879456 2.141347 0.947149 -0.828288 -0.058503 -0.553871 0.061183
1403715275287142912 0.879447 2.141364 0.947152 -0.828283 -0.058516 -0.553876 0.061192
1403715275292143104 0.879438 2.141381 0.947158 -0.828275 -0.058506 -0.553889 0.061197
1403715275297143040 0.879429 2.141396 0.947164 -0.828266 -0.058485 -0.553904 0.061199
1403715275302142976 0.879469 2.141328 0.947145 -0.828263 -0.058453 -0.55391 0.061225
1403715275307142912 0.879468 2.14133 0.947145 -0.828262 -0.058432 -0.553912 0.061232
1403715275312143104 0.879465 2.141333 0.947144 -0.828265 -0.058427 -0.553907 0.061234
1403715275317143040 0.879461 2.141339 0.947141 -0.828282 -0.058426 -0.553884 0.061227
1403715275322142976 0.879454 2.141348 0.947138 -0.828294 -0.058434 -0.553866 0.06122
1403715275327142912 0.879445 2.141362 0.947137 -0.828294 -0.058449 -0.553862 0.061231
1403715275332143104 0.879436 2.141376 0.94714 -0.828286 -0.058455 -0.553872 0.061245
1403715275337143040 0.879426 2.141388 0.947145 -0.828278 -0.058443 -0.553886 0.061247
1403715275342142976 0.879417 2.1414 0.947149 -0.828268 -0.058428 -0.553902 0.061239
1403715275347142912 0.879407 2.141416 0.947154 -0.828259 -0.058421 -0.553917 0.061242
1403715275352143104 0.879448 2.14135 0.947134 -0.828257 -0.058413 -0.553918 0.061266
1403715275357143040 0.879448 2.14135 0.947129 -0.828262 -0.058417 -0.553909 0.061265
1403715275362142976 0.879446 2.141352 0.947122 -0.82828 -0.058431 -0.553884 0.061246
1403715275367142912 0.879444 2.141358 0.947116 -0.828294 -0.058441 -0.553862 0.061239
1403715275372143104 0.879439 2.141366 0.947113 -0.828297 -0.058444 -0.553856 0.061254
1403715275377142784 0.879433 2.141372 0.947114 -0.828291 -0.058432 -0.553865 0.061267
1403715275382142976 0.879427 2.141376 0.947116 -0.828282 -0.058408 -0.553882 0.06126
1403715275387142912 0.879419 2.141381 0.947118 -0.828276 -0.05838 -0.553893 0.061255
1403715275392143104 0.87941 2.14139 0.947121 -0.828269 -0.058362 -0.553905 0.061267
1403715275397142784 0.8794 2.141401 0.947122 -0.828263 -0.058357 -0.553913 0.061275
1403715275402142976 0.879442 2.141334 0.9471 -0.828267 -0.058368 -0.553907 0.061272
1403715275407143168 0.879442 2.141334 0.947096 -0.828275 -0.058385 -0.553894 0.061261
1403715275412143104 0.879439 2.141337 0.947093 -0.828279 -0.058399 -0.553885 0.061273
1403715275417143040 0.879435 2.141339 0.947094 -0.828273 -0.058404 -0.553892 0.061286
1403715275422142976 0.87943 2.141338 0.947099 -0.828263 -0.058393 -0.55391 0.061273
1403715275427143168 0.879424 2.141337 0.947104 -0.828253 -0.058369 -0.55393 0.061246
1403715275432142848 0.879417 2.141339 0.94711 -0.828242 -0.058355 -0.55395 0.061226
1403715275437143040 0.879409 2.141344 0.947113 -0.828238 -0.058347 -0.553958 0.061224
1403715275442142976 0.879402 2.141354 0.947114 -0.828241 -0.05835 -0.553953 0.06122
1403715275447143168 0.879393 2.141367 0.947113 -0.82825 -0.058364 -0.553939 0.061215
1403715275452142848 0.879436 2.141306 0.947091 -0.828263 -0.058384 -0.553916 0.061236
1403715275457143040 0.879435 2.141308 0.947089 -0.828268 -0.058391 -0.553904 0.061258
1403715275462142976 0.879433 2.141309 0.947092 -0.828261 -0.058386 -0.553914 0.061264
1403715275467143168 0.879431 2.141307 0.947095 -0.828253 -0.05837 -0.55393 0.061254
1403715275472142848 0.879428 2.141305 0.947098 -0.828249 -0.05834 -0.55394 0.061242
1403715275477143040 0.879424 2.141307 0.9471 -0.828243 -0.058309 -0.553953 0.061239
1403715275482142976 0.879419 2.141312 0.947101 -0.828244 -0.058289 -0.553952 0.061243
1403715275487142912 0.879414 2.141323 0.947102 -0.828255 -0.058282 -0.553936 0.06125
1403715275492142848 0.879407 2.14134 0.947101 -0.828271 -0.058294 -0.553909 0.061263
1403715275497143040 0.8794 2.141359 0.947102 -0.828282 -0.058309 -0.553888 0.061292
1403715275502142976 0.879447 2.141302 0.947088 -0.828283 -0.058328 -0.553883 0.061312
1403715275507142912 0.879449 2.141301 0.947092 -0.828276 -0.058331 -0.553893 0.061304
1403715275512142848 0.879451 2.141296 0.947098 -0.828264 -0.05832 -0.553915 0.061285
1403715275517143040 0.87945 2.141291 0.947102 -0.828252 -0.058306 -0.553937 0.061268
1403715275522142976 0.879448 2.141288 0.947104 -0.828246 -0.05829 -0.553948 0.061263
1403715275527142912 0.879444 2.141289 0.947103 -0.828247 -0.058282 -0.553947 0.061262
1403715275532143104 0.879439 2.141296 0.947099 -0.828254 -0.058283 -0.553936 0.061269
1403715275537143040 0.879431 2.141307 0.947094 -0.828269 -0.058298 -0.55391 0.061286
1403715275542143232 0.879422 2.141321 0.947091 -0.828276 -0.058312 -0.553894 0.061318
1403715275547142912 0.879411 2.141332 0.94709 -0.828273 -0.058315 -0.553895 0.061343
1403715275552143104 0.879455 2.141267 0.947073 -0.828266 -0.058319 -0.553907 0.061333
1403715275557143040 0.879454 2.141255 0.947072 -0.828257 -0.058291 -0.553925 0.061315
1403715275562142976 0.879452 2.141243 0.94707 -0.828251 -0.058261 -0.553939 0.061297
1403715275567142912 0.879449 2.141235 0.947066 -0.828251 -0.058243 -0.553942 0.061288
1403715275572143104 0.879443 2.141232 0.94706 -0.828258 -0.058235 -0.553931 0.061296
1403715275577143040 0.879436 2.141235 0.947053 -0.82827 -0.058241 -0.553911 0.061315
1403715275582142976 0.879427 2.141241 0.947046 -0.828283 -0.058256 -0.553888 0.061341
1403715275587142912 0.879415 2.141248 0.94704 -0.82829 -0.05827 -0.553872 0.061366
1403715275592143104 0.879403 2.141254 0.947039 -0.828289 -0.058277 -0.553871 0.061377
1403715275597143040 0.879389 2.141257 0.947041 -0.828283 -0.058269 -0.553883 0.061362
1403715275602142976 0.879429 2.141189 0.947027 -0.828274 -0.058259 -0.553901 0.061338
1403715275607142912 0.879425 2.141177 0.947027 -0.828275 -0.058243 -0.553903 0.061319
1403715275612143104 0.87942 2.141168 0.947026 -0.828285 -0.058232 -0.55389 0.061309
1403715275617143040 0.879414 2.141165 0.947023 -0.828295 -0.058225 -0.553875 0.061314
1403715275622142976 0.879407 2.141168 0.947019 -0.828308 -0.058232 -0.553853 0.061326
1403715275627142912 0.879398 2.141177 0.947015 -0.828321 -0.058254 -0.553829 0.061351
1403715275632143104 0.879388 2.141188 0.947015 -0.828324 -0.058267 -0.55382 0.06138
1403715275637142784 0.879377 2.141196 0.947017 -0.828317 -0.058262 -0.55383 0.06139
1403715275642142976 0.879367 2.1412 0.94702 -0.828309 -0.05825 -0.553844 0.06138
1403715275647142912 0.879354 2.141203 0.947023 -0.828297 -0.058232 -0.553866 0.061362
1403715275652143104 0.879395 2.141139 0.947007 -0.828287 -0.058221 -0.553884 0.061353
1403715275657143040 0.879393 2.141134 0.947001 -0.828285 -0.058204 -0.553888 0.061353
1403715275662142976 0.879391 2.141133 0.946992 -0.828289 -0.0582 -0.553881 0.061367
1403715275667143168 0.879387 2.14114 0.946982 -0.828303 -0.058221 -0.553856 0.061388
1403715275672143104 0.879383 2.14115 0.946974 -0.828313 -0.05825 -0.553834 0.061411
1403715275677143040 0.879378 2.141159 0.94697 -0.828312 -0.058266 -0.553833 0.061432
1403715275682142976 0.879373 2.141165 0.946967 -0.828307 -0.058265 -0.55384 0.061438
1403715275687143168 0.879367 2.141168 0.946967 -0.828301 -0.058254 -0.553852 0.061421
1403715275692142848 0.879361 2.14117 0.94697 -0.82829 -0.058234 -0.553872 0.061399
1403715275697143040 0.879354 2.141174 0.94697 -0.828282 -0.058214 -0.553888 0.061383
1403715275702142976 0.8794 2.141117 0.946951 -0.828284 -0.058217 -0.553886 0.061382
1403715275707143168 0.879403 2.141119 0.946943 -0.828291 -0.058224 -0.553873 0.061396
1403715275712142848 0.879403 2.141126 0.946936 -0.8283 -0.058247 -0.553853 0.061424
1403715275717143040 0.879402 2.141135 0.94693 -0.828305 -0.058265 -0.553839 0.06146
1403715275722142976 0.879399 2.141142 0.946926 -0.828303 -0.058268 -0.55384 0.061484
1403715275727143168 0.879394 2.141145 0.946923 -0.828301 -0.058257 -0.553845 0.061481
1403715275732142848 0.879389 2.141144 0.946925 -0.828295 -0.058232 -0.553858 0.061463
1403715275737143040 0.879384 2.141143 0.946928 -0.828286 -0.058203 -0.553877 0.061436
1403715275742142976 0.879378 2.141144 0.946929 -0.828288 -0.058181 -0.55388 0.061415
1403715275747142912 0.87937 2.141151 0.946927 -0.828298 -0.05817 -0.553866 0.061411
1403715275752142848 0.879414 2.141097 0.946906 -0.828307 -0.058183 -0.553848 0.061433
1403715275757143040 0.879414 2.141101 0.946901 -0.828311 -0.058204 -0.553838 0.061454
1403715275762142976 0.879411 2.141104 0.946897 -0.828309 -0.05823 -0.553836 0.061477
1403715275767142912 0.879407 2.141105 0.946894 -0.828308 -0.058238 -0.553835 0.061491
1403715275772142848 0.879403 2.141103 0.946894 -0.828304 -0.058224 -0.553842 0.061486
1403715275777143040 0.8794 2.141097 0.946896 -0.828297 -0.058197 -0.553858 0.061468
1403715275782143232 0.879395 2.141092 0.946897 -0.828296 -0.058162 -0.553866 0.061449
1403715275787142912 0.879389 2.14109 0.946897 -0.828304 -0.058135 -0.553859 0.061429
1403715275792143104 0.879382 2.141094 0.946895 -0.828314 -0.058124 -0.553846 0.061417
1403715275797143040 0.879375 2.141104 0.946895 -0.828323 -0.058131 -0.553831 0.061427
1403715275802142976 0.879418 2.141052 0.946876 -0.828327 -0.058164 -0.553819 0.061453
1403715275807142912 0.879417 2.141053 0.946874 -0.828322 -0.058187 -0.553819 0.061484
1403715275812143104 0.879416 2.141051 0.946874 -0.828316 -0.058185 -0.553826 0.061508
